timestamp,air_temperature
2025-09-18 12:40:10.397286+00:00,33.90118415413652
2025-09-18 12:45:10.397286+00:00,33.99104860492881
2025-09-18 12:50:10.397286+00:00,33.490504376881155
2025-09-18 12:55:10.397286+00:00,33.286306633219986
2025-09-18 13:00:10.397286+00:00,33.065119984662516
2025-09-18 13:05:10.397286+00:00,33.4119528556075
2025-09-18 13:10:10.397286+00:00,32.093639451871404
2025-09-18 13:15:10.397286+00:00,34.383675368609275
2025-09-18 13:20:10.397286+00:00,33.49399828136176
2025-09-18 13:25:10.397286+00:00,33.289891440847605
2025-09-18 13:30:10.397286+00:00,34.096262670697435
2025-09-18 13:35:10.397286+00:00,33.50000587368928
2025-09-18 13:40:10.397286+00:00,33.83754294785763
2025-09-18 13:45:10.397286+00:00,32.88347875677269
2025-09-18 13:50:10.397286+00:00,34.255298268014855
2025-09-18 13:55:10.397286+00:00,34.43004697300992
2025-09-18 14:00:10.397286+00:00,34.2368789886006
2025-09-18 14:05:10.397286+00:00,32.38133760462679
2025-09-18 14:10:10.397286+00:00,33.10933140278465
2025-09-18 14:15:10.397286+00:00,34.12214771517944
2025-09-18 14:20:10.397286+00:00,31.833656492801733
2025-09-18 14:25:10.397286+00:00,33.52658277273799
2025-09-18 14:30:10.397286+00:00,34.24090973603388
2025-09-18 14:35:10.397286+00:00,33.48800562161119
2025-09-18 14:40:10.397286+00:00,32.53491043768661
2025-09-18 14:45:10.397286+00:00,34.32024589521637
2025-09-18 14:50:10.397286+00:00,34.09644817479636
2025-09-18 14:55:10.397286+00:00,32.83713203848318
2025-09-18 15:00:10.397286+00:00,31.741701118293875
2025-09-18 15:05:10.397286+00:00,32.04322385021847
2025-09-18 15:10:10.397286+00:00,32.18541318894854
2025-09-18 15:15:10.397286+00:00,31.251005180512593
2025-09-18 15:20:10.397286+00:00,31.91931084004546
2025-09-18 15:25:10.397286+00:00,32.41129819271023
2025-09-18 15:30:10.397286+00:00,32.73789745065183
2025-09-18 15:35:10.397286+00:00,33.50057866389974
2025-09-18 15:40:10.397286+00:00,33.136566157477866
2025-09-18 15:45:10.397286+00:00,31.621547321018355
2025-09-18 15:50:10.397286+00:00,32.24824737379331
2025-09-18 15:55:10.397286+00:00,31.36709343751218
2025-09-18 16:00:10.397286+00:00,31.64502725080535
2025-09-18 16:05:10.397286+00:00,31.42200309739203
2025-09-18 16:10:10.397286+00:00,31.57797605390273
2025-09-18 16:15:10.397286+00:00,31.964226671776792
2025-09-18 16:20:10.397286+00:00,31.270617465102585
2025-09-18 16:25:10.397286+00:00,30.7582854263352
2025-09-18 16:30:10.397286+00:00,32.583081187717134
2025-09-18 16:35:10.397286+00:00,30.77193880848865
2025-09-18 16:40:10.397286+00:00,30.91956376981777
2025-09-18 16:45:10.397286+00:00,31.090098112414324
2025-09-18 16:50:10.397286+00:00,31.81560081502885
2025-09-18 16:55:10.397286+00:00,30.179174478291458
2025-09-18 17:00:10.397286+00:00,29.939594105924343
2025-09-18 17:05:10.397286+00:00,29.39184442590155
2025-09-18 17:10:10.397286+00:00,29.310318674157262
2025-09-18 17:15:10.397286+00:00,27.363009526748932
2025-09-18 17:20:10.397286+00:00,30.517735223833313
2025-09-18 17:25:10.397286+00:00,28.765322424191346
2025-09-18 17:30:10.397286+00:00,29.127312994913282
2025-09-18 17:35:10.397286+00:00,29.622685294816712
2025-09-18 17:40:10.397286+00:00,28.399669505780754
2025-09-18 17:45:10.397286+00:00,29.397553812156705
2025-09-18 17:50:10.397286+00:00,29.830100792620648
2025-09-18 17:55:10.397286+00:00,30.440788760458858
2025-09-18 18:00:10.397286+00:00,28.31998469691763
2025-09-18 18:05:10.397286+00:00,28.343047088262743
2025-09-18 18:10:10.397286+00:00,29.34038436984291
2025-09-18 18:15:10.397286+00:00,28.907692251984454
2025-09-18 18:20:10.397286+00:00,27.480399362457142
2025-09-18 18:25:10.397286+00:00,28.251360405949526
2025-09-18 18:30:10.397286+00:00,27.94327786882355
2025-09-18 18:35:10.397286+00:00,28.15974298974605
2025-09-18 18:40:10.397286+00:00,28.590575051312342
2025-09-18 18:45:10.397286+00:00,28.590970510295584
2025-09-18 18:50:10.397286+00:00,28.639122169102478
2025-09-18 18:55:10.397286+00:00,29.680684755469287
2025-09-18 19:00:10.397286+00:00,27.509673339029696
2025-09-18 19:05:10.397286+00:00,26.546411906371386
2025-09-18 19:10:10.397286+00:00,26.33786177100989
2025-09-18 19:15:10.397286+00:00,24.990727839299478
2025-09-18 19:20:10.397286+00:00,25.915898006284966
2025-09-18 19:25:10.397286+00:00,27.04436194228841
2025-09-18 19:30:10.397286+00:00,26.545269687271237
2025-09-18 19:35:10.397286+00:00,26.670045675935153
2025-09-18 19:40:10.397286+00:00,26.948104683253806
2025-09-18 19:45:10.397286+00:00,27.534272360252366
2025-09-18 19:50:10.397286+00:00,26.75198635720288
2025-09-18 19:55:10.397286+00:00,26.532802372996265
2025-09-18 20:00:10.397286+00:00,25.137056464295977
2025-09-18 20:05:10.397286+00:00,25.704979100859447
2025-09-18 20:10:10.397286+00:00,25.42363906589491
2025-09-18 20:15:10.397286+00:00,25.16858216169473
2025-09-18 20:20:10.397286+00:00,24.601018255360017
2025-09-18 20:25:10.397286+00:00,24.9358696154072
2025-09-18 20:30:10.397286+00:00,24.02278626430139
2025-09-18 20:35:10.397286+00:00,25.111981545711675
