timestamp,floor_id,room_id,count
2025-09-18T14:06:50.677620+00:00,F1,Lobby,2
2025-09-18T14:06:50.677620+00:00,F1,Reception,0
2025-09-18T14:06:50.677620+00:00,F1,ConfA,0
2025-09-18T14:06:50.677620+00:00,F1,ConfB,0
2025-09-18T14:06:50.677620+00:00,F1,OpenOffice1,4
2025-09-18T14:06:50.677620+00:00,F1,Cafe,2
2025-09-18T14:06:50.677620+00:00,F1,Pantry,0
2025-09-18T14:06:50.677620+00:00,F1,IT-Store,0
2025-09-18T14:06:50.677620+00:00,F1,Restrooms-F1,0
2025-09-18T14:06:50.677620+00:00,F2,OpenOffice2,3
2025-09-18T14:06:50.677620+00:00,F2,ConfC,0
2025-09-18T14:06:50.677620+00:00,F2,ConfD,0
2025-09-18T14:06:50.677620+00:00,F2,ConfE,1
2025-09-18T14:06:50.677620+00:00,F2,Training,2
2025-09-18T14:06:50.677620+00:00,F2,Lab1,1
2025-09-18T14:06:50.677620+00:00,F2,Lab2,0
2025-09-18T14:06:50.677620+00:00,F2,Server,0
2025-09-18T14:06:50.677620+00:00,F2,Restrooms-F2,0
2025-09-18T14:06:50.677620+00:00,F3,Boardroom,1
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice1,0
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice2,0
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice3,0
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice4,0
2025-09-18T14:06:50.677620+00:00,F3,ConfF,0
2025-09-18T14:06:50.677620+00:00,F3,ConfG,0
2025-09-18T14:06:50.677620+00:00,F3,ConfH,0
2025-09-18T14:06:50.677620+00:00,F3,OpenOffice3,2
2025-09-18T14:06:50.677620+00:00,F3,Gym,0
2025-09-18T14:06:50.677620+00:00,F3,Restrooms-F3,0
2025-09-18T14:06:53.712781+00:00,F1,Lobby,2
2025-09-18T14:06:53.712781+00:00,F1,Reception,0
2025-09-18T14:06:53.712781+00:00,F1,ConfA,0
2025-09-18T14:06:53.712781+00:00,F1,ConfB,0
2025-09-18T14:06:53.712781+00:00,F1,OpenOffice1,5
2025-09-18T14:06:53.712781+00:00,F1,Cafe,3
2025-09-18T14:06:53.712781+00:00,F1,Pantry,0
2025-09-18T14:06:53.712781+00:00,F1,IT-Store,0
2025-09-18T14:06:53.712781+00:00,F1,Restrooms-F1,0
2025-09-18T14:06:53.712781+00:00,F2,OpenOffice2,3
2025-09-18T14:06:53.712781+00:00,F2,ConfC,0
2025-09-18T14:06:53.712781+00:00,F2,ConfD,0
2025-09-18T14:06:53.712781+00:00,F2,ConfE,1
2025-09-18T14:06:53.712781+00:00,F2,Training,2
2025-09-18T14:06:53.712781+00:00,F2,Lab1,1
2025-09-18T14:06:53.712781+00:00,F2,Lab2,0
2025-09-18T14:06:53.712781+00:00,F2,Server,0
2025-09-18T14:06:53.712781+00:00,F2,Restrooms-F2,0
2025-09-18T14:06:53.712781+00:00,F3,Boardroom,1
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice1,0
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice2,0
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice3,0
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice4,0
2025-09-18T14:06:53.712781+00:00,F3,ConfF,1
2025-09-18T14:06:53.712781+00:00,F3,ConfG,0
2025-09-18T14:06:53.712781+00:00,F3,ConfH,0
2025-09-18T14:06:53.712781+00:00,F3,OpenOffice3,3
2025-09-18T14:06:53.712781+00:00,F3,Gym,1
2025-09-18T14:06:53.712781+00:00,F3,Restrooms-F3,0
2025-09-18T14:06:56.733314+00:00,F1,Lobby,4
2025-09-18T14:06:56.733314+00:00,F1,Reception,0
2025-09-18T14:06:56.733314+00:00,F1,ConfA,0
2025-09-18T14:06:56.733314+00:00,F1,ConfB,0
2025-09-18T14:06:56.733314+00:00,F1,OpenOffice1,7
2025-09-18T14:06:56.733314+00:00,F1,Cafe,3
2025-09-18T14:06:56.733314+00:00,F1,Pantry,1
2025-09-18T14:06:56.733314+00:00,F1,IT-Store,0
2025-09-18T14:06:56.733314+00:00,F1,Restrooms-F1,0
2025-09-18T14:06:56.733314+00:00,F2,OpenOffice2,3
2025-09-18T14:06:56.733314+00:00,F2,ConfC,0
2025-09-18T14:06:56.733314+00:00,F2,ConfD,0
2025-09-18T14:06:56.733314+00:00,F2,ConfE,1
2025-09-18T14:06:56.733314+00:00,F2,Training,3
2025-09-18T14:06:56.733314+00:00,F2,Lab1,1
2025-09-18T14:06:56.733314+00:00,F2,Lab2,0
2025-09-18T14:06:56.733314+00:00,F2,Server,0
2025-09-18T14:06:56.733314+00:00,F2,Restrooms-F2,0
2025-09-18T14:06:56.733314+00:00,F3,Boardroom,1
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice1,0
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice2,0
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice3,0
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice4,0
2025-09-18T14:06:56.733314+00:00,F3,ConfF,1
2025-09-18T14:06:56.733314+00:00,F3,ConfG,0
2025-09-18T14:06:56.733314+00:00,F3,ConfH,0
2025-09-18T14:06:56.733314+00:00,F3,OpenOffice3,3
2025-09-18T14:06:56.733314+00:00,F3,Gym,2
2025-09-18T14:06:56.733314+00:00,F3,Restrooms-F3,0
2025-09-18T14:06:59.752637+00:00,F1,Lobby,6
2025-09-18T14:06:59.752637+00:00,F1,Reception,0
2025-09-18T14:06:59.752637+00:00,F1,ConfA,1
2025-09-18T14:06:59.752637+00:00,F1,ConfB,0
2025-09-18T14:06:59.752637+00:00,F1,OpenOffice1,8
2025-09-18T14:06:59.752637+00:00,F1,Cafe,3
2025-09-18T14:06:59.752637+00:00,F1,Pantry,1
2025-09-18T14:06:59.752637+00:00,F1,IT-Store,0
2025-09-18T14:06:59.752637+00:00,F1,Restrooms-F1,0
2025-09-18T14:06:59.752637+00:00,F2,OpenOffice2,5
2025-09-18T14:06:59.752637+00:00,F2,ConfC,1
2025-09-18T14:06:59.752637+00:00,F2,ConfD,0
2025-09-18T14:06:59.752637+00:00,F2,ConfE,1
2025-09-18T14:06:59.752637+00:00,F2,Training,2
2025-09-18T14:06:59.752637+00:00,F2,Lab1,1
2025-09-18T14:06:59.752637+00:00,F2,Lab2,0
2025-09-18T14:06:59.752637+00:00,F2,Server,0
2025-09-18T14:06:59.752637+00:00,F2,Restrooms-F2,0
2025-09-18T14:06:59.752637+00:00,F3,Boardroom,2
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice1,0
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice2,1
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice3,0
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice4,0
2025-09-18T14:06:59.752637+00:00,F3,ConfF,1
2025-09-18T14:06:59.752637+00:00,F3,ConfG,0
2025-09-18T14:06:59.752637+00:00,F3,ConfH,0
2025-09-18T14:06:59.752637+00:00,F3,OpenOffice3,5
2025-09-18T14:06:59.752637+00:00,F3,Gym,4
2025-09-18T14:06:59.752637+00:00,F3,Restrooms-F3,0
2025-09-18T14:07:02.767281+00:00,F1,Lobby,6
2025-09-18T14:07:02.767281+00:00,F1,Reception,0
2025-09-18T14:07:02.767281+00:00,F1,ConfA,1
2025-09-18T14:07:02.767281+00:00,F1,ConfB,0
2025-09-18T14:07:02.767281+00:00,F1,OpenOffice1,8
2025-09-18T14:07:02.767281+00:00,F1,Cafe,4
2025-09-18T14:07:02.767281+00:00,F1,Pantry,1
2025-09-18T14:07:02.767281+00:00,F1,IT-Store,0
2025-09-18T14:07:02.767281+00:00,F1,Restrooms-F1,0
