timestamp,floor_id,meter_kw
2025-09-18T14:06:50.677620+00:00,F1,30.195609257753382
2025-09-18T14:06:50.677620+00:00,F2,29.538910944697367
2025-09-18T14:06:50.677620+00:00,F3,25.418363279153
2025-09-18T14:06:53.712781+00:00,F1,33.099911942039945
2025-09-18T14:06:53.712781+00:00,F2,32.07609604441104
2025-09-18T14:06:53.712781+00:00,F3,29.403891042529214
2025-09-18T14:06:56.733314+00:00,F1,33.79011868725429
2025-09-18T14:06:56.733314+00:00,F2,31.783932009792967
2025-09-18T14:06:56.733314+00:00,F3,29.25304936613763
2025-09-18T14:06:59.752637+00:00,F1,35.167953006571196
2025-09-18T14:06:59.752637+00:00,F2,32.93865726339006
2025-09-18T14:06:59.752637+00:00,F3,30.623396346379355
2025-09-18T14:07:02.767281+00:00,F1,36.72227871620152
2025-09-18T14:07:02.767281+00:00,F2,35.64565614727268
2025-09-18T14:07:02.767281+00:00,F3,31.647458062038773
2025-09-18T14:07:05.785803+00:00,F1,34.011864244450265
2025-09-18T14:07:05.785803+00:00,F2,33.169681461147256
2025-09-18T14:07:05.785803+00:00,F3,29.66400910529798
2025-09-18T14:07:08.817224+00:00,F1,25.45402407393245
2025-09-18T14:07:08.817224+00:00,F2,24.356763856467715
2025-09-18T14:07:08.817224+00:00,F3,22.56072369382977
2025-09-18T14:07:11.836989+00:00,F1,34.69221424899278
2025-09-18T14:07:11.836989+00:00,F2,34.343384988651394
2025-09-18T14:07:11.836989+00:00,F3,30.83224009128095
2025-09-18T14:07:14.857246+00:00,F1,38.57602634926451
2025-09-18T14:07:14.857246+00:00,F2,38.786624827131625
2025-09-18T14:07:14.857246+00:00,F3,35.039270525914525
2025-09-18T14:07:17.883322+00:00,F1,35.103383797910965
2025-09-18T14:07:17.883322+00:00,F2,33.470936622318604
2025-09-18T14:07:17.883322+00:00,F3,30.248709735745333
2025-09-18T14:07:21.103967+00:00,F1,32.65709506466189
2025-09-18T14:07:21.103967+00:00,F2,31.36068097005889
2025-09-18T14:07:21.103967+00:00,F3,28.251561289451907
2025-09-18T14:07:24.364402+00:00,F1,33.89409457862967
2025-09-18T14:07:24.364402+00:00,F2,32.66117215498879
2025-09-18T14:07:24.364402+00:00,F3,29.04329664552633
2025-09-18T14:07:27.389746+00:00,F1,37.65258520924462
2025-09-18T14:07:27.389746+00:00,F2,37.12178444093134
2025-09-18T14:07:27.389746+00:00,F3,32.63104855369459
2025-09-18T14:07:30.410605+00:00,F1,34.30358856249748
2025-09-18T14:07:30.410605+00:00,F2,33.51009157888317
2025-09-18T14:07:30.410605+00:00,F3,29.885841216792148
2025-09-18T14:07:33.432257+00:00,F1,36.583133945311566
2025-09-18T14:07:33.432257+00:00,F2,35.36297588173045
2025-09-18T14:07:33.432257+00:00,F3,31.05407355300256
2025-09-18T14:07:36.453622+00:00,F1,37.65699099348553
2025-09-18T14:07:36.453622+00:00,F2,36.16565679550652
2025-09-18T14:07:36.453622+00:00,F3,32.03556721872141
2025-09-18T14:07:39.477116+00:00,F1,34.75676502338121
2025-09-18T14:07:39.477116+00:00,F2,33.36414474792995
2025-09-18T14:07:39.477116+00:00,F3,29.644427153575545
2025-09-18T14:07:42.488594+00:00,F1,33.682993398400896
2025-09-18T14:07:42.488594+00:00,F2,31.973312807493496
2025-09-18T14:07:42.488594+00:00,F3,28.815602518333957
2025-09-18T14:07:45.514795+00:00,F1,33.44818920291624
2025-09-18T14:07:45.514795+00:00,F2,31.762260904907155
2025-09-18T14:07:45.514795+00:00,F3,28.623950768392103
2025-09-18T14:07:48.534966+00:00,F1,40.43820512735855
2025-09-18T14:07:48.534966+00:00,F2,38.07100370803599
2025-09-18T14:07:48.534966+00:00,F3,34.028664454942714
2025-09-18T14:07:51.559682+00:00,F1,30.15793524060315
2025-09-18T14:07:51.559682+00:00,F2,27.67784973552085
2025-09-18T14:07:51.559682+00:00,F3,25.310173613499593
2025-09-18T14:07:54.578277+00:00,F1,37.93085780850925
2025-09-18T14:07:54.578277+00:00,F2,35.76560724035909
