timestamp,floor_id,room_id,kw
2025-09-18T14:06:50.677620+00:00,F1,Lobby,6.765288348160376
2025-09-18T14:06:50.677620+00:00,F1,Reception,1.9100949391680422
2025-09-18T14:06:50.677620+00:00,F1,ConfA,1.4325712043760315
2025-09-18T14:06:50.677620+00:00,F1,ConfB,1.4325712043760315
2025-09-18T14:06:50.677620+00:00,F1,OpenOffice1,10.267932522240562
2025-09-18T14:06:50.677620+00:00,F1,Cafe,4.726135739360258
2025-09-18T14:06:50.677620+00:00,F1,Pantry,1.1142220478480247
2025-09-18T14:06:50.677620+00:00,F1,IT-Store,0.9550474695840211
2025-09-18T14:06:50.677620+00:00,F1,Restrooms-F1,1.591745782640035
2025-09-18T14:06:50.677620+00:00,F2,OpenOffice2,10.96359356576061
2025-09-18T14:06:50.677620+00:00,F2,ConfC,1.2733966261120282
2025-09-18T14:06:50.677620+00:00,F2,ConfD,1.2733966261120282
2025-09-18T14:06:50.677620+00:00,F2,ConfE,2.159152608800117
2025-09-18T14:06:50.677620+00:00,F2,Training,5.233966261120281
2025-09-18T14:06:50.677620+00:00,F2,Lab1,3.382644174080188
2025-09-18T14:06:50.677620+00:00,F2,Lab2,2.5467932522240564
2025-09-18T14:06:50.677620+00:00,F2,Server,1.1142220478480247
2025-09-18T14:06:50.677620+00:00,F2,Restrooms-F2,1.591745782640035
2025-09-18T14:06:50.677620+00:00,F3,Boardroom,3.790474695840211
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice1,0.9550474695840211
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice2,0.9550474695840211
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice3,0.9550474695840211
2025-09-18T14:06:50.677620+00:00,F3,ExecOffice4,0.9550474695840211
2025-09-18T14:06:50.677620+00:00,F3,ConfF,1.2733966261120282
2025-09-18T14:06:50.677620+00:00,F3,ConfG,1.2733966261120282
2025-09-18T14:06:50.677620+00:00,F3,ConfH,1.2733966261120282
2025-09-18T14:06:50.677620+00:00,F3,OpenOffice3,9.212271478720515
2025-09-18T14:06:50.677620+00:00,F3,Gym,3.18349156528007
2025-09-18T14:06:50.677620+00:00,F3,Restrooms-F3,1.591745782640035
2025-09-18T14:06:53.712781+00:00,F1,Lobby,7.4884239367708085
2025-09-18T14:06:53.712781+00:00,F1,Reception,1.9914476928867157
2025-09-18T14:06:53.712781+00:00,F1,ConfA,1.493585769665037
2025-09-18T14:06:53.712781+00:00,F1,ConfB,1.493585769665037
2025-09-18T14:06:53.712781+00:00,F1,OpenOffice1,11.472635905156212
2025-09-18T14:06:53.712781+00:00,F1,Cafe,5.34329145652993
2025-09-18T14:06:53.712781+00:00,F1,Pantry,1.1616778208505845
2025-09-18T14:06:53.712781+00:00,F1,IT-Store,0.9957238464433579
2025-09-18T14:06:53.712781+00:00,F1,Restrooms-F1,1.659539744072263
2025-09-18T14:06:53.712781+00:00,F2,OpenOffice2,12.138688897252562
2025-09-18T14:06:53.712781+00:00,F2,ConfC,1.3276317952578107
2025-09-18T14:06:53.712781+00:00,F2,ConfD,1.3276317952578107
2025-09-18T14:06:53.712781+00:00,F2,ConfE,2.3851324802408773
2025-09-18T14:06:53.712781+00:00,F2,Training,5.676317952578105
2025-09-18T14:06:53.712781+00:00,F2,Lab1,3.7442119683854043
2025-09-18T14:06:53.712781+00:00,F2,Lab2,2.6552635905156214
2025-09-18T14:06:53.712781+00:00,F2,Server,1.1616778208505845
2025-09-18T14:06:53.712781+00:00,F2,Restrooms-F2,1.659539744072263
2025-09-18T14:06:53.712781+00:00,F3,Boardroom,4.197238464433579
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice1,0.9957238464433579
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice2,0.9957238464433579
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice3,0.9957238464433579
2025-09-18T14:06:53.712781+00:00,F3,ExecOffice4,0.9957238464433579
2025-09-18T14:06:53.712781+00:00,F3,ConfF,1.932105984192702
2025-09-18T14:06:53.712781+00:00,F3,ConfG,1.3276317952578107
2025-09-18T14:06:53.712781+00:00,F3,ConfH,1.3276317952578107
2025-09-18T14:06:53.712781+00:00,F3,OpenOffice3,10.32658291305986
2025-09-18T14:06:53.712781+00:00,F3,Gym,4.6502649604817545
2025-09-18T14:06:53.712781+00:00,F3,Restrooms-F3,1.659539744072263
2025-09-18T14:06:56.733314+00:00,F1,Lobby,7.715405521108611
2025-09-18T14:06:56.733314+00:00,F1,Reception,1.9787331211247188
2025-09-18T14:06:56.733314+00:00,F1,ConfA,1.484049840843539
2025-09-18T14:06:56.733314+00:00,F1,ConfB,1.484049840843539
2025-09-18T14:06:56.733314+00:00,F1,OpenOffice1,11.543108281662915
2025-09-18T14:06:56.733314+00:00,F1,Cafe,5.26559129576217
2025-09-18T14:06:56.733314+00:00,F1,Pantry,1.6808699577425086
2025-09-18T14:06:56.733314+00:00,F1,IT-Store,0.9893665605623594
2025-09-18T14:06:56.733314+00:00,F1,Restrooms-F1,1.648944267603932
2025-09-18T14:06:56.733314+00:00,F2,OpenOffice2,11.955033971801493
2025-09-18T14:06:56.733314+00:00,F2,ConfC,1.3191554140831458
2025-09-18T14:06:56.733314+00:00,F2,ConfD,1.3191554140831458
2025-09-18T14:06:56.733314+00:00,F2,ConfE,2.349814225346441
2025-09-18T14:06:56.733314+00:00,F2,Training,5.711554140831458
2025-09-18T14:06:56.733314+00:00,F2,Lab1,3.687702760554306
2025-09-18T14:06:56.733314+00:00,F2,Lab2,2.6383108281662917
2025-09-18T14:06:56.733314+00:00,F2,Server,1.1542609873227527
2025-09-18T14:06:56.733314+00:00,F2,Restrooms-F2,1.648944267603932
2025-09-18T14:06:56.733314+00:00,F3,Boardroom,4.133665605623594
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice1,0.9893665605623594
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice2,0.9893665605623594
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice3,0.9893665605623594
2025-09-18T14:06:56.733314+00:00,F3,ExecOffice4,0.9893665605623594
2025-09-18T14:06:56.733314+00:00,F3,ConfF,1.9038513802771528
2025-09-18T14:06:56.733314+00:00,F3,ConfG,1.3191554140831458
2025-09-18T14:06:56.733314+00:00,F3,ConfH,1.3191554140831458
2025-09-18T14:06:56.733314+00:00,F3,OpenOffice3,10.27118259152434
2025-09-18T14:06:56.733314+00:00,F3,Gym,4.699628450692882
2025-09-18T14:06:56.733314+00:00,F3,Restrooms-F3,1.648944267603932
2025-09-18T14:06:59.752637+00:00,F1,Lobby,7.973156438499445
2025-09-18T14:06:59.752637+00:00,F1,Reception,1.9919800993311874
2025-09-18T14:06:59.752637+00:00,F1,ConfA,2.1599502483279687
2025-09-18T14:06:59.752637+00:00,F1,ConfB,1.4939850744983905
2025-09-18T14:06:59.752637+00:00,F1,OpenOffice1,11.839734657749167
2025-09-18T14:06:59.752637+00:00,F1,Cafe,5.346545051468368
2025-09-18T14:06:59.752637+00:00,F1,Pantry,1.7066279709217536
2025-09-18T14:06:59.752637+00:00,F1,IT-Store,0.9959900496655937
2025-09-18T14:06:59.752637+00:00,F1,Restrooms-F1,1.659983416109323
2025-09-18T14:06:59.752637+00:00,F2,OpenOffice2,12.386379212561598
2025-09-18T14:06:59.752637+00:00,F2,ConfC,1.9332891096248612
2025-09-18T14:06:59.752637+00:00,F2,ConfD,1.3279867328874584
2025-09-18T14:06:59.752637+00:00,F2,ConfE,2.3866113870310763
2025-09-18T14:06:59.752637+00:00,F2,Training,5.679867328874583
2025-09-18T14:06:59.752637+00:00,F2,Lab1,3.7465782192497223
2025-09-18T14:06:59.752637+00:00,F2,Lab2,2.6559734657749168
2025-09-18T14:06:59.752637+00:00,F2,Server,1.161988391276526
2025-09-18T14:06:59.752637+00:00,F2,Restrooms-F2,1.659983416109323
2025-09-18T14:06:59.752637+00:00,F3,Boardroom,4.319900496655937
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice1,0.9959900496655937
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice2,1.479966832218646
2025-09-18T14:06:59.752637+00:00,F3,ExecOffice3,0.9959900496655937
