timestamp,meter_kw
2025-09-18T14:06:50.677620+00:00,85.15288348160375
2025-09-18T14:06:53.712781+00:00,94.5798990289802
2025-09-18T14:06:56.733314+00:00,94.82710006318489
2025-09-18T14:06:59.752637+00:00,98.73000661634062
2025-09-18T14:07:02.767281+00:00,104.01539292551297
2025-09-18T14:07:05.785803+00:00,96.84555481089549
2025-09-18T14:07:08.817224+00:00,72.37151162422994
2025-09-18T14:07:11.836989+00:00,99.86783932892513
2025-09-18T14:07:14.857246+00:00,112.40192170231066
2025-09-18T14:07:17.883322+00:00,98.8230301559749
2025-09-18T14:07:21.103967+00:00,92.26933732417268
2025-09-18T14:07:24.364402+00:00,95.59856337914479
2025-09-18T14:07:27.389746+00:00,107.40541820387055
2025-09-18T14:07:30.410605+00:00,97.6995213581728
2025-09-18T14:07:33.432257+00:00,103.00018338004458
2025-09-18T14:07:36.453622+00:00,105.85821500771347
2025-09-18T14:07:39.477116+00:00,97.76533692488671
2025-09-18T14:07:42.488594+00:00,94.47190872422834
2025-09-18T14:07:45.514795+00:00,93.8344008762155
2025-09-18T14:07:48.534966+00:00,112.53787329033725
2025-09-18T14:07:51.559682+00:00,83.14595858962359
2025-09-18T14:07:54.578277+00:00,105.4834363730468
2025-09-18T14:07:57.597447+00:00,105.98242210618781
2025-09-18T14:08:00.617070+00:00,111.8345814566583
2025-09-18T14:08:03.633706+00:00,81.02574118934544
2025-09-18T14:08:06.655874+00:00,96.83639777809685
2025-09-18T14:08:09.673780+00:00,98.42663275267527
2025-09-18T14:08:12.708139+00:00,105.35353508908936
2025-09-18T14:08:15.727893+00:00,102.67041713464599
2025-09-18T14:08:18.748469+00:00,100.40935814257061
2025-09-18T14:08:21.769581+00:00,93.94124554059114
2025-09-18T14:08:24.789685+00:00,109.21668033310439
2025-09-18T14:08:27.808887+00:00,95.06673676252336
2025-09-18T14:08:30.828368+00:00,99.71916345679043
2025-09-18T14:08:33.848896+00:00,96.47588007938029
2025-09-18T14:08:36.870427+00:00,95.37621153002814
2025-09-18T14:08:39.886552+00:00,99.3236115374176
2025-09-18T14:08:42.915918+00:00,97.04718843975908
2025-09-18T14:08:45.933860+00:00,104.15431803477253
2025-09-18T14:08:48.953241+00:00,95.35885261314628
