timestamp,meter_kw
2025-09-18T14:07:06.421497+00:00,252.130443508491
2025-09-18T14:12:06.421497+00:00,256.412669318992
2025-09-18T14:17:06.421497+00:00,278.05958735785714
2025-09-18T14:22:06.421497+00:00,260.9283596608533
2025-09-18T14:27:06.421497+00:00,268.0996841896224
2025-09-18T14:32:06.421497+00:00,241.74388526151304
2025-09-18T14:37:06.421497+00:00,280.02729495770564
2025-09-18T14:42:06.421497+00:00,255.3203658872831
2025-09-18T14:47:06.421497+00:00,252.17546243044686
2025-09-18T14:52:06.421497+00:00,244.65021724932564
2025-09-18T14:57:06.421497+00:00,242.43253609920257
2025-09-18T15:02:06.421497+00:00,252.09381833364642
2025-09-18T15:07:06.421497+00:00,240.52508184652507
2025-09-18T15:12:06.421497+00:00,252.76394706311723
2025-09-18T15:17:06.421497+00:00,242.7277032620736
2025-09-18T15:22:06.421497+00:00,237.65069129886427
2025-09-18T15:27:06.421497+00:00,233.44684022737354
2025-09-18T15:32:06.421497+00:00,237.75683795950053
2025-09-18T15:37:06.421497+00:00,232.5159025370436
2025-09-18T15:42:06.421497+00:00,232.5219034061991
2025-09-18T15:47:06.421497+00:00,210.41709097369267
2025-09-18T15:52:06.421497+00:00,229.9581387813228
2025-09-18T15:57:06.421497+00:00,210.40354341387288
2025-09-18T16:02:06.421497+00:00,211.9613221455154
2025-09-18T16:07:06.421497+00:00,231.65593664641437
2025-09-18T16:12:06.421497+00:00,209.32823246973248
2025-09-18T16:17:06.421497+00:00,219.1044999072126
2025-09-18T16:22:06.421497+00:00,204.3878652925107
2025-09-18T16:27:06.421497+00:00,207.06420050154142
2025-09-18T16:32:06.421497+00:00,194.04300024015612
2025-09-18T16:37:06.421497+00:00,195.33341308925677
2025-09-18T16:42:06.421497+00:00,173.17832938357498
2025-09-18T16:47:06.421497+00:00,183.459368215062
2025-09-18T16:52:06.421497+00:00,196.25309333292972
2025-09-18T16:57:06.421497+00:00,175.9947474474027
2025-09-18T17:02:06.421497+00:00,182.0938053143526
2025-09-18T17:07:06.421497+00:00,163.9787741217814
2025-09-18T17:12:06.421497+00:00,188.342850917254
2025-09-18T17:17:06.421497+00:00,173.00240341184752
2025-09-18T17:22:06.421497+00:00,165.82192688565985
2025-09-18T17:27:06.421497+00:00,174.0750289316502
2025-09-18T17:32:06.421497+00:00,166.25708661709984
2025-09-18T17:37:06.421497+00:00,149.01247097712616
2025-09-18T17:42:06.421497+00:00,157.22419189110363
2025-09-18T17:47:06.421497+00:00,160.26067129080621
2025-09-18T17:52:06.421497+00:00,148.77453734693805
2025-09-18T17:57:06.421497+00:00,146.9135961041297
2025-09-18T18:02:06.421497+00:00,139.1119392665917
2025-09-18T18:07:06.421497+00:00,136.6722465569622
2025-09-18T18:12:06.421497+00:00,140.92142222726727
2025-09-18T18:17:06.421497+00:00,134.93015641226302
2025-09-18T18:22:06.421497+00:00,127.49120660084515
2025-09-18T18:27:06.421497+00:00,134.09232509688985
2025-09-18T18:32:06.421497+00:00,136.9098979703556
2025-09-18T18:37:06.421497+00:00,119.84904910407825
2025-09-18T18:42:06.421497+00:00,105.75270796107571
2025-09-18T18:47:06.421497+00:00,117.05232008044756
2025-09-18T18:52:06.421497+00:00,111.1871780390965
2025-09-18T18:57:06.421497+00:00,112.37961322439531
2025-09-18T19:02:06.421497+00:00,122.51252785828622
2025-09-18T19:07:06.421497+00:00,116.01120613009594
2025-09-18T19:12:06.421497+00:00,105.42242374171981
2025-09-18T19:17:06.421497+00:00,107.0707341255583
2025-09-18T19:22:06.421497+00:00,101.10656315583105
2025-09-18T19:27:06.421497+00:00,86.78944981878477
2025-09-18T19:32:06.421497+00:00,100.6864476766879
2025-09-18T19:37:06.421497+00:00,95.6144292185099
2025-09-18T19:42:06.421497+00:00,93.76121993742208
2025-09-18T19:47:06.421497+00:00,80.23810676246308
2025-09-18T19:52:06.421497+00:00,92.09133746601064
2025-09-18T19:57:06.421497+00:00,84.9864566441784
2025-09-18T20:02:06.421497+00:00,104.76880222762843
2025-09-18T20:07:06.421497+00:00,83.49060908861902
2025-09-18T20:12:06.421497+00:00,68.32
2025-09-18T20:17:06.421497+00:00,79.24579671702743
2025-09-18T20:22:06.421497+00:00,68.52
2025-09-18T20:27:06.421497+00:00,79.19420345777682
2025-09-18T20:32:06.421497+00:00,68.30918988723263
2025-09-18T20:37:06.421497+00:00,71.94801909717106
2025-09-18T20:42:06.421497+00:00,70.78945473375403
2025-09-18T20:47:06.421497+00:00,66.38
2025-09-18T20:52:06.421497+00:00,71.18196325268055
2025-09-18T20:57:06.421497+00:00,66.88
2025-09-18T21:02:06.421497+00:00,66.84
2025-09-18T21:07:06.421497+00:00,66.84
2025-09-18T21:12:06.421497+00:00,65.78
2025-09-18T21:17:06.421497+00:00,66.03999999999999
2025-09-18T21:22:06.421497+00:00,65.17999999999999
2025-09-18T21:27:06.421497+00:00,65.2
2025-09-18T21:32:06.421497+00:00,64.8
2025-09-18T21:37:06.421497+00:00,64.92
2025-09-18T21:42:06.421497+00:00,65.3
2025-09-18T21:47:06.421497+00:00,65.53999999999999
2025-09-18T21:52:06.421497+00:00,65.8
2025-09-18T21:57:06.421497+00:00,65.66
2025-09-18T22:02:06.421497+00:00,65.42
2025-09-18T22:07:06.421497+00:00,65.56
2025-09-18T22:12:06.421497+00:00,66.12
2025-09-18T22:17:06.421497+00:00,65.54
2025-09-18T22:22:06.421497+00:00,65.78
2025-09-18T22:27:06.421497+00:00,65.67999999999999
2025-09-18T22:32:06.421497+00:00,65.52
2025-09-18T22:37:06.421497+00:00,65.08
2025-09-18T22:42:06.421497+00:00,65.78
2025-09-18T22:47:06.421497+00:00,65.78
2025-09-18T22:52:06.421497+00:00,65.28
2025-09-18T22:57:06.421497+00:00,65.42
2025-09-18T23:02:06.421497+00:00,65.92
2025-09-18T23:07:06.421497+00:00,65.8
2025-09-18T23:12:06.421497+00:00,65.42
2025-09-18T23:17:06.421497+00:00,65.56
2025-09-18T23:22:06.421497+00:00,66.02
2025-09-18T23:27:06.421497+00:00,66.6
2025-09-18T23:32:06.421497+00:00,66.24
2025-09-18T23:37:06.421497+00:00,65.78
2025-09-18T23:42:06.421497+00:00,65.48
2025-09-18T23:47:06.421497+00:00,65.67999999999999
2025-09-18T23:52:06.421497+00:00,65.78
2025-09-18T23:57:06.421497+00:00,65.8
2025-09-19T00:02:06.421497+00:00,65.68
2025-09-19T00:07:06.421497+00:00,65.42
2025-09-19T00:12:06.421497+00:00,65.88
2025-09-19T00:17:06.421497+00:00,65.28
2025-09-19T00:22:06.421497+00:00,65.32
2025-09-19T00:27:06.421497+00:00,65.4
2025-09-19T00:32:06.421497+00:00,65.32000000000001
2025-09-19T00:37:06.421497+00:00,65.42
2025-09-19T00:42:06.421497+00:00,64.82000000000001
2025-09-19T00:47:06.421497+00:00,65.38
2025-09-19T00:52:06.421497+00:00,65.28
2025-09-19T00:57:06.421497+00:00,65.17999999999999
2025-09-19T01:02:06.421497+00:00,65.3
2025-09-19T01:07:06.421497+00:00,65.66
2025-09-19T01:12:06.421497+00:00,65.17999999999999
2025-09-19T01:17:06.421497+00:00,65.42
2025-09-19T01:22:06.421497+00:00,65.3
2025-09-19T01:27:06.421497+00:00,64.96
2025-09-19T01:32:06.421497+00:00,64.84
2025-09-19T01:37:06.421497+00:00,65.44
2025-09-19T01:42:06.421497+00:00,65.44
2025-09-19T01:47:06.421497+00:00,65.28
2025-09-19T01:52:06.421497+00:00,65.08
2025-09-19T01:57:06.421497+00:00,65.32000000000001
2025-09-19T02:02:06.421497+00:00,65.4
2025-09-19T02:07:06.421497+00:00,66.02
2025-09-19T02:12:06.421497+00:00,66.14
2025-09-19T02:17:06.421497+00:00,65.44
2025-09-19T02:22:06.421497+00:00,65.86
2025-09-19T02:27:06.421497+00:00,65.67999999999999
2025-09-19T02:32:06.421497+00:00,65.44
2025-09-19T02:37:06.421497+00:00,66.02
2025-09-19T02:42:06.421497+00:00,64.96000000000001
2025-09-19T02:47:06.421497+00:00,65.54
2025-09-19T02:52:06.421497+00:00,65.2
2025-09-19T02:57:06.421497+00:00,65.32000000000001
2025-09-19T03:02:06.421497+00:00,65.57495103730787
2025-09-19T03:07:06.421497+00:00,69.62002045344673
2025-09-19T03:12:06.421497+00:00,73.17901811572186
2025-09-19T03:17:06.421497+00:00,76.72708935677603
2025-09-19T03:22:06.421497+00:00,65.78
2025-09-19T03:27:06.421497+00:00,66.62
2025-09-19T03:32:06.421497+00:00,81.10934715578942
2025-09-19T03:37:06.421497+00:00,72.19958169619638
2025-09-19T03:42:06.421497+00:00,78.32009428026099
2025-09-19T03:47:06.421497+00:00,85.41087343115164
2025-09-19T03:52:06.421497+00:00,81.5406557777965
2025-09-19T03:57:06.421497+00:00,74.99925497218203
2025-09-19T04:02:06.421497+00:00,77.54477033157805
2025-09-19T04:07:06.421497+00:00,85.07011678365203
2025-09-19T04:12:06.421497+00:00,80.3711874168931
2025-09-19T04:17:06.421497+00:00,80.6193499761396
2025-09-19T04:22:06.421497+00:00,88.56584392555595
