timestamp,floor_id,room_id,kw
2025-09-18T14:07:06.421497+00:00,F1,Lobby,20.5808659136361
2025-09-18T14:07:06.421497+00:00,F1,Reception,7.102824717613537
2025-09-18T14:07:06.421497+00:00,F1,ConfA,2.4801355614630456
2025-09-18T14:07:06.421497+00:00,F1,ConfB,5.387118538210153
2025-09-18T14:07:06.421497+00:00,F1,OpenOffice1,29.731298870454147
2025-09-18T14:07:06.421497+00:00,F1,Cafe,13.401845315624817
2025-09-18T14:07:06.421497+00:00,F1,Pantry,4.263314418607897
2025-09-18T14:07:06.421497+00:00,F1,IT-Store,3.5514123588067683
2025-09-18T14:07:06.421497+00:00,F1,Restrooms-F1,2.755706179403384
2025-09-18T14:07:06.421497+00:00,F2,OpenOffice2,32.93890710965866
2025-09-18T14:07:06.421497+00:00,F2,ConfC,4.815216478409025
2025-09-18T14:07:06.421497+00:00,F2,ConfD,4.975216478409025
2025-09-18T14:07:06.421497+00:00,F2,ConfE,6.159020598011281
2025-09-18T14:07:06.421497+00:00,F2,Training,15.165649435227074
2025-09-18T14:07:06.421497+00:00,F2,Lab1,9.63043295681805
2025-09-18T14:07:06.421497+00:00,F2,Lab2,9.27043295681805
2025-09-18T14:07:06.421497+00:00,F2,Server,1.9289943255823692
2025-09-18T14:07:06.421497+00:00,F2,Restrooms-F2,2.755706179403384
2025-09-18T14:07:06.421497+00:00,F3,Boardroom,11.234237076420307
2025-09-18T14:07:06.421497+00:00,F3,ExecOffice1,3.5514123588067683
2025-09-18T14:07:06.421497+00:00,F3,ExecOffice2,1.6534237076420306
2025-09-18T14:07:06.421497+00:00,F3,ExecOffice3,3.6714123588067684
2025-09-18T14:07:06.421497+00:00,F3,ExecOffice4,1.6534237076420306
2025-09-18T14:07:06.421497+00:00,F3,ConfF,2.2045649435227075
2025-09-18T14:07:06.421497+00:00,F3,ConfG,4.815216478409025
2025-09-18T14:07:06.421497+00:00,F3,ConfH,4.815216478409025
2025-09-18T14:07:06.421497+00:00,F3,OpenOffice3,26.963690631249634
2025-09-18T14:07:06.421497+00:00,F3,Gym,11.918041196022562
2025-09-18T14:07:06.421497+00:00,F3,Restrooms-F3,2.755706179403384
2025-09-18T14:12:06.421497+00:00,F1,Lobby,20.125222001444264
2025-09-18T14:12:06.421497+00:00,F1,Reception,7.081958250541598
2025-09-18T14:12:06.421497+00:00,F1,ConfA,5.311468687906198
2025-09-18T14:12:06.421497+00:00,F1,ConfB,5.191468687906198
2025-09-18T14:12:06.421497+00:00,F1,OpenOffice1,29.647833002166394
2025-09-18T14:12:06.421497+00:00,F1,Cafe,13.30359012599293
2025-09-18T14:12:06.421497+00:00,F1,Pantry,4.091142312815932
2025-09-18T14:12:06.421497+00:00,F1,IT-Store,3.420979125270799
2025-09-18T14:12:06.421497+00:00,F1,Restrooms-F1,2.6904895626353995
2025-09-18T14:12:06.421497+00:00,F2,OpenOffice2,31.968485752346922
2025-09-18T14:12:06.421497+00:00,F2,ConfC,4.741305500361065
2025-09-18T14:12:06.421497+00:00,F2,ConfD,4.761305500361066
2025-09-18T14:12:06.421497+00:00,F2,ConfE,5.741631875451332
2025-09-18T14:12:06.421497+00:00,F2,Training,14.643916501083197
2025-09-18T14:12:06.421497+00:00,F2,Lab1,9.602611000722131
2025-09-18T14:12:06.421497+00:00,F2,Lab2,9.282611000722131
2025-09-18T14:12:06.421497+00:00,F2,Server,3.971142312815932
2025-09-18T14:12:06.421497+00:00,F2,Restrooms-F2,2.6904895626353995
2025-09-18T14:12:06.421497+00:00,F3,Boardroom,10.622937375812397
2025-09-18T14:12:06.421497+00:00,F3,ExecOffice1,3.420979125270799
2025-09-18T14:12:06.421497+00:00,F3,ExecOffice2,3.420979125270799
2025-09-18T14:12:06.421497+00:00,F3,ExecOffice3,3.540979125270799
2025-09-18T14:12:06.421497+00:00,F3,ExecOffice4,1.6142937375812398
2025-09-18T14:12:06.421497+00:00,F3,ConfF,4.6413055003610655
2025-09-18T14:12:06.421497+00:00,F3,ConfG,4.741305500361065
2025-09-18T14:12:06.421497+00:00,F3,ConfH,4.761305500361066
2025-09-18T14:12:06.421497+00:00,F3,OpenOffice3,26.96718025198586
2025-09-18T14:12:06.421497+00:00,F3,Gym,11.723263750902662
2025-09-18T14:12:06.421497+00:00,F3,Restrooms-F3,2.6904895626353995
2025-09-18T14:17:06.421497+00:00,F1,Lobby,22.25746284071034
2025-09-18T14:17:06.421497+00:00,F1,Reception,7.491548565266376
2025-09-18T14:17:06.421497+00:00,F1,ConfA,5.808661423949781
2025-09-18T14:17:06.421497+00:00,F1,ConfB,5.768661423949783
2025-09-18T14:17:06.421497+00:00,F1,OpenOffice1,32.3661942610655
2025-09-18T14:17:06.421497+00:00,F1,Cafe,14.854505702988355
2025-09-18T14:17:06.421497+00:00,F1,Pantry,4.400069996405386
2025-09-18T14:17:06.421497+00:00,F1,IT-Store,3.9257742826331876
2025-09-18T14:17:06.421497+00:00,F1,Restrooms-F1,2.822887141316594
2025-09-18T14:17:06.421497+00:00,F2,OpenOffice2,34.8633771161543
2025-09-18T14:17:06.421497+00:00,F2,ConfC,4.9943657101775845
2025-09-18T14:17:06.421497+00:00,F2,ConfD,4.9943657101775845
2025-09-18T14:17:06.421497+00:00,F2,ConfE,6.1829571377219805
2025-09-18T14:17:06.421497+00:00,F2,Training,15.943097130532752
2025-09-18T14:17:06.421497+00:00,F2,Lab1,10.22873142035517
2025-09-18T14:17:06.421497+00:00,F2,Lab2,10.22873142035517
2025-09-18T14:17:06.421497+00:00,F2,Server,1.976020998921616
2025-09-18T14:17:06.421497+00:00,F2,Restrooms-F2,2.822887141316594
2025-09-18T14:17:06.421497+00:00,F3,Boardroom,11.657322847899563
2025-09-18T14:17:06.421497+00:00,F3,ExecOffice1,3.6857742826331883
2025-09-18T14:17:06.421497+00:00,F3,ExecOffice2,3.6857742826331883
2025-09-18T14:17:06.421497+00:00,F3,ExecOffice3,3.805774282633188
2025-09-18T14:17:06.421497+00:00,F3,ExecOffice4,1.6937322847899563
2025-09-18T14:17:06.421497+00:00,F3,ConfF,5.154365710177585
2025-09-18T14:17:06.421497+00:00,F3,ConfG,5.114365710177585
2025-09-18T14:17:06.421497+00:00,F3,ConfH,5.214365710177584
2025-09-18T14:17:06.421497+00:00,F3,OpenOffice3,30.449011405976716
2025-09-18T14:17:06.421497+00:00,F3,Gym,12.845914275443961
2025-09-18T14:17:06.421497+00:00,F3,Restrooms-F3,2.822887141316594
2025-09-18T14:22:06.421497+00:00,F1,Lobby,20.953179872919705
2025-09-18T14:22:06.421497+00:00,F1,Reception,7.077442452344888
2025-09-18T14:22:06.421497+00:00,F1,ConfA,5.428081839258667
2025-09-18T14:22:06.421497+00:00,F1,ConfB,5.1880818392586665
2025-09-18T14:22:06.421497+00:00,F1,OpenOffice1,30.469769809379553
2025-09-18T14:22:06.421497+00:00,F1,Cafe,14.015311162632296
2025-09-18T14:22:06.421497+00:00,F1,Pantry,4.088508097201185
2025-09-18T14:22:06.421497+00:00,F1,IT-Store,3.418721226172444
2025-09-18T14:22:06.421497+00:00,F1,Restrooms-F1,2.689360613086222
2025-09-18T14:22:06.421497+00:00,F2,OpenOffice2,33.14891729349451
2025-09-18T14:22:06.421497+00:00,F2,ConfC,4.738294968229925
2025-09-18T14:22:06.421497+00:00,F2,ConfD,4.758294968229926
2025-09-18T14:22:06.421497+00:00,F2,ConfE,6.097868710287407
2025-09-18T14:22:06.421497+00:00,F2,Training,15.114884904689777
2025-09-18T14:22:06.421497+00:00,F2,Lab1,9.516589936459852
2025-09-18T14:22:06.421497+00:00,F2,Lab2,9.616589936459851
2025-09-18T14:22:06.421497+00:00,F2,Server,1.8825524291603555
2025-09-18T14:22:06.421497+00:00,F2,Restrooms-F2,2.689360613086222
2025-09-18T14:22:06.421497+00:00,F3,Boardroom,10.856163678517333
2025-09-18T14:22:06.421497+00:00,F3,ExecOffice1,3.418721226172444
2025-09-18T14:22:06.421497+00:00,F3,ExecOffice2,3.538721226172444
